chunk_id,content
13,катерина мельник спеціаліст салатів закусок вишуканий смак талант комбінувати інгредієнти створення ідеального балансу авторський салат козячим сиром буряком медовогірчичним соусом хітом гостей микола зубенко кухар гарячого цеху відповідає стейки рибні страви майстерно працює грилем знає підкреслити смак мяса допомогою маринадів спецій олена василенко фахівець локальної кухні займається приготуванням страв традиційними рецептами адаптуючи сучасного меню борщ домашнім хлібом заквасці справжній смак дитинства кухарістажисти майбутні зірки кулінарії gourmet paradise активно співпрацює кулінарними школами коледжами надаючи можливість молодим кухарям пройти стажування одному найкращих ресторанів львова стажисти працюють керівництвом досвідчених кухарів мають шанс долучитися команди завершення навчання
14,організація роботи кухні ресторану панує чітка організація кожен кухар знає обовязки завжди готовий підтримати колег необхідності робочі процеси побудовані забезпечити швидкість якість приготування страв години пік кожного ранку команда кухарів починає короткої наради обговорюються плани день обговорюється меню особливі замовлення олександр громовий особисто дегустує нові страви зявляються меню спільна мета команда кухарів ресторану gourmet paradise працює єдиний механізм прагнучи забезпечити гостям найкращий досвід вірять їжа насичувати створювати емоції вкладають кожну страву частинку душі
15,персонал ресторану gourmet paradise персонал ресторану gourmet paradise дружна професійна команда забезпечує бездоганний сервіс створює незабутню атмосферу гостей співробітники проходять ретельний відбір навчання відповідати високим стандартам закладу адміністрація ресторану адміністрація ресторану невидимим мотором забезпечує злагоджену роботу процесів головний адміністратор ольга марченко ольга професіонал багаторічним досвідом сфері готельноресторанного бізнесу відповідає організацію роботи персоналу взаємодію клієнтами вирішення оперативних питань завдяки навичкам управління кожен гість отримує індивідуальний підхід високий рівень обслуговування
16,заступник адміністратора андрій сидоренко андрій спеціалізується логістиці організації банкетів обовязки включають координацію великих заходів весілля ділові зустрічі святкові вечері завжди готовий запропонувати креативні рішення будьякого запиту гостей офіціанти офіціанти ресторану створює перше враження заклад команда gourmet paradise пишається своїми майстрами гостинності головний офіціант ірина поліщук ірина працює ресторанній сфері 8 справжнім експертом взаємодії клієнтами допомагає гостям обрати страви враховуючи побажання ділиться історіями походження інгредієнтів особливості страв молодші офіціанти команда молодших офіціантів складається 10 талановитих молодих людей проходять регулярне навчання знають меню досконало уважні деталей завжди готові запропонувати рекомендації
17,кожен офіціант дотримується високих стандартів сервісу усмішка ввічливість професійність невідємні складові їхньої роботи бармени ресторан професійну барну стійку працюють досвідчені бармени старший бармен дмитро лебедєв дмитро фахівцем коктейлів напоїв авторські коктейлі стали популярними гостей дмитро завжди прагне здивувати клієнтів новими поєднаннями смаків використовуючи свіжі інгредієнти власноруч створені сиропи асистенти бармена асистенти допомагають приготуванні напоїв підтримують чистоту барі пропонують гостям класичні коктейлі напої враховуючи уподобання хостес хостес перша людина бачать гості заходять ресторан
18,старший хостес валерія ковальчук валерія відповідає зустріч гостей допомогу виборі найкращого місця залі вміє створити теплу привітну атмосферу перших хвилин технічний персонал забезпечення комфортних умов роботи перебування гостей ресторан окрему технічну команду клінери відповідають ідеальну чистоту залі кухні технічні працівники забезпечують безперебійну роботу обладнання корпоративна культура команда ресторану gourmet paradise пишається своєю корпоративною культурою базується принципах поваги професіоналізму постійного розвитку щомісяця організовуються спільні тренінги майстеркласи тематичні вечірки сприяють згуртованості колективу
19,офіціанти ресторану gourmet paradise офіціанти ресторану забезпечує бездоганний сервіс створює атмосферу тепла гостинності гості запамятовують надовго кожен працівник справжній амбасадор gourmet paradise досконало знає меню вміє спілкуватися гостями забезпечувати індивідуальний підхід кожного клієнта команда офіціантів команда офіціантів ресторану складається 10 професіоналів різного рівня досвіду кожен проходить регулярні тренінги підвищення кваліфікації завжди курсі сучасних тенденцій сфері обслуговування вивчають тонкощі етикету психологію клієнта основи сомельє запропонувати найкращий напій обраної страви
20,головний офіціант ірина поліщук ірина душа команди працює ресторанній сфері 8 головна задача координувати роботу молодших офіціантів допомагати складних ситуаціях забезпечувати високий рівень сервісу відзначається професійністю доброзичливістю завжди викликає гостей усмішку старший офіціант андрій задорожний андрій спеціалізується обслуговуванні vipгостей банкетів талант передбачати бажання клієнтів озвучать улюблене завдання допомагати гостям вибором вин враховуючи уподобання страви замовляють молодші офіціанти молодші офіціанти ресторану 8 енергійних привітних співробітників забезпечують злагоджене обслуговування залу приймають замовлення створюють комфортну атмосферу спілкуючись гостями
21,щоденні обовязки офіціанти розпочинають робочий день наради проводить головний офіціант зустрічах обговорюються особливості меню день спеціальні пропозиції сезонні страви розподіл зон обслуговування офіціантами потенційні події корпоративи великі бронювання дня офіціанти забезпечують
22,прийом замовлень працюють злагоджено точно передаючи побажання клієнтів кухарям сервірування столів кожним прийомом гостей столи підготовлюються події будь романтична вечеря ділова зустріч подачу страв напоїв обовязково пояснюють гостям подають розповідають інгредієнти рекомендовані поєднання роботу відгуками офіціанти завжди цікавляться враженнями гостей передати адміністрації відзначити моменти покращити інтерактивність персоналізований підхід однією фішок gourmet paradise інтерактивність спілкуванні офіціантів гостями гості визначитися вибором офіціанти пропонують мінідегустації соусів напоїв кожен офіціант веде невеличкий гостьовий щоденник записує вподобання постійних клієнтів улюблені страви напої персональні свята завдяки ресторан завжди порадувати гостей чимось особливим
23,участь банкетах банкетів команда працює максимально злагоджено кожного заходу офіціанти проходять спеціальний інструктаж точно відповідати очікуванням клієнтів забезпечують швидке обслуговування помилок замовленнях особливою увагою деталей корпоративний дух офіціанти gourmet paradise колеги справжня сімя щомісяця адміністрація організовує спільні заходи командоутворювальні тренінги тематичні вечори майстеркласи допомагає підтримувати дружню атмосферу мотивацію розвитку закупівля продуктів ресторану gourmet paradise закупівля продуктів gourmet paradise складний організований процес гарантує найвищу якість інгредієнтів кожної страви власники ресторану прагнуть використовувати свіжі екологічно чисті сезонні продукти процес закупівлі контролюється етапах
24,вибір постачальників ресторану декілька ключових постачальників забезпечують регулярні поставки мясо закуповується фермерських господарств розташованих сусідніх регіонах гарантувати свіжість натуральність риба морепродукти постачаються узбережжя чорного моря доставляються спеціальних рефрижераторах овочі фрукти зелень поставки здійснюються органічних ферм сезон особливу увагу приділяють локальним продуктам спеції делікатеси закуповуються єс азіатських постачальників спеціалізуються високоякісних спеціях сирах оліях постачальники проходять ретельний відбір адміністрація ресторану регулярно проводить перевірки умов зберігання транспортування продукції
25,щоденні закупівлі ресторан працює принципом just time точно строк означає продукти закуповуються обсягах необхідних конкретного дня тижня щодня ранком шефкухар менеджер закупівель аналізують запаси визначити інгредієнти потрібно докупити орієнтовний обсяг закупівель день мясо яловичина свинина курятина 20 30 кг риба морепродукти 15 20 кг овочі фрукти 50 60 кг молочні продукти сири вершки молоко 10 15 кг спеції сухі інгредієнти 2 5 кг залежно меню особливості сезонних закупівель зберігати унікальність меню ресторан постійно коригує асортимент залежно сезону весна свіжа зелень молода картопля спаржа полуниця літо локальні ягоди кавуни дині свіжі томати осінь гарбуз гриби коренеплоди зима цитрусові консервовані делікатеси сухофрукти зимовий ресторан організовує закупівлю трюфелів дорогих видів риби запропонувати гостям вишукані страви
26,контроль якості контроль якості ключовий етап процесі закупівлі перевірка доставці продукти перевіряються свіжість відповідність сертифікатам якості термінам придатності зберігання інгредієнти зберігаються спеціалізованих умовах холодильниках кімнатах регульованою температурою щотижневий аудит менеджер закупівель проводить ревізію залишків уникнути надлишків зберігати високу обертаність продуктів підтримка екології gourmet paradise дотримується принципів сталого розвитку мінімізує кількість відходів точне планування закупівель працює постачальниками використовують екологічну упаковку дарує надлишки продуктів місцевим благодійним організаціям інноваційний підхід ресторан використовує автоматизовану систему обліку запасів планування закупівель система дозволяє прогнозувати потреби основі попередніх замовлень знижувати ризик перевитрати
27,специфічні вимоги окремих продуктів ресторану gourmet paradise ресторані gourmet paradise кожен продукт використовується приготуванні страв проходить суворий відбір відповідати високим стандартам якості досягнення бездоганного смаку естетики тарілці шефкухар командою визначили специфічні вимоги окремих категорій продуктів
28,мясо походження види мяса повинні походити тварин вирощених природних умовах застосування гормонів росту антибіотиків свіжість мясо постачається виключно охолодженим замороженим забезпечує збереження текстури смакових властивостей мармуровість яловичини важливим критерієм рівномірна мармуровість гарантує соковитість ніжність готових страв вимоги частин туші стейків використовується виключно вирізка рибай бульйонів яловичі кістки мінімальним вмістом жиру риба морепродукти свіжість риба постачатися максимально свіжою ідеально виловленою 24 години доставки зберігання продукція транспортується льоді температурою вище 0°c уникнути порушення текстури походження віддається перевага диким вирощеним штучних умовах видам лосося використовується дикий атлантичний лосось
29,специфікація креветки повинні фосфатів мідії очищеними готовими використання овочі фрукти зелень органічність овочі фрукти повинні вирощені використання пестицидів штучних добрив сезонність ресторані віддають перевагу сезонним продуктам найкраще розкривають смак мають максимальну харчову цінність калібр овочі фрукти мають однаковими розміром забезпечити естетичний вигляд страв помідори чері повинні діаметр 2 3 см картопля запікання однакову форму вагу 200 зелень базилік рукола мята інша зелень повинні постачатися пучках довжиною стебла 10 см спростити підготовку спеції приправи походження спеції імпортуються безпосередньо країн вирощуються гарантувати їхню автентичність шафран ірану ваніль мадагаскару чорний перець індії
30,чистота спеції мають домішок повністю натуральними кориця кори рослини додавання ароматизаторів терміни зберігання ресторан закуповує спеції невеликих кількостях зберегти їхню свіжість аромат молочні продукти походження молочні продукти мають надходити локальних фермерських господарств гарантують натуральність мінімальну обробку сир використовуються витримані сорти сиру пармезан менше 18 місяців витримки чедер 12 місяців вершки молоко продукція повинна пастеризованою ультрапастеризованою зберегти натуральний смак хлібобулочні вироби власна випічка ресторані випікають хліб булочки самостійно використовуючи органічне борошно вищого ґатунку борошно постачається локальних млинів відповідати стандартам екологічної чистоти додаткові інгредієнти приготування хліба добавками насінням проходять ретельну перевірку напої
31,напої кава використовується зерно сорту арабіка преміумкласу привезене гватемали обсмажене спеціальним замовленням чай меню ексклюзивні сорти улун матча постачаються китаю японії вино поставки здійснюються відомих виноробень франції італії аргентини причому кожна партія проходить дегустацію сомельє
32,система обліку ресторані gourmet paradise ресторан gourmet paradise використовує комплексну систему обліку управління всіма аспектами діяльності дозволяє зберігати високу ефективність мінімізувати витрати забезпечувати якісний сервіс система охоплює управління запасами облік фінансів моніторинг роботи персоналу аналіз продажів взаємодію постачальниками облік продуктів запасів система управління складом ресторані впроваджено сучасну систему обліку складських запасів автоматизує процеси
33,контроль залишків кожна 1 продукту сканується надходженні списується використання розрахунок мінімального запасу система автоматично визначає продуктів стає недостатньо формує замовлення термін придатності відстеження продуктів коротким терміном зберігання уникнути псування надмірного списання автоматичне формування замовлень залишки продуктів досягають мінімального рівня система генерує замовлення постачальників враховуючи дані сезонність прогнозовану потребу інтеграція постачальниками дані кожного постачальника зберігаються базі включаючи прайслисти умови доставки історію співпраці замовлення продуктів здійснюється онлайнплатформу дозволяє автоматично оновлювати дані залишки фінансовий облік моніторинг витрат прибутків витрати закупівлі зарплати комунальні послуги операційні витрати фіксуються реальному часі система генерує щомісячні звіти доходи прибутки
34,аналіз продажів кожна транзакція записується дозволяє відстежувати найбільш популярні страви визначати тенденції вподобаннях клієнтів інформація середній чек пікові години кількість відвідувачів використовується оптимізації роботи ресторану бюджетування система дозволяє планувати бюджет розраховуючи прогнозовані витрати доходи майбутній облік роботи персоналу графік роботи кожен співробітник доступ онлайнрозкладу зазначено завдання відпустки оцінка продуктивності система відстежує ефективність кожного працівника кількістю виконаних замовлень іншими показниками шефкухарі офіціанти отримувати бонуси якісну роботу стимулює продуктивність облік робочого часу впроваджено систему біометричного обліку фіксує початку завершення роботи кожного працівника
35,аналітика звітність щоденна звітність наприкінці кожного дня система генерує звіт продажі списання продуктів витрати заробіток довгостроковий аналіз створюються аналітичні звіти виявлення трендів сезонних змін попиту визначення найефективніших днів годин роботи дані використовуються планування закупівель розробки нових маркетингових стратегій взаємодія клієнтами програма лояльності інтегрована crmсистема дозволяє зберігати інформацію постійних клієнтів вподобання історію замовлень зворотний звязок кожен клієнт можливість залишити відгук автоматично додається внутрішньої бази ресторан регулярно аналізує зворотний звязок покращити якість обслуговування технологічна основа система обліку побудована базі хмарних технологій забезпечує доступ даних режимі реального часу будьякого пристрою захисту даних використовується багаторівневе шифрування
36,меню ресторану gourmet paradise меню ресторану gourmet paradise розроблене урахуванням сучасних тенденцій гастрономії використанням найкращих інгредієнтів традиційних рецептів адаптованих інноваційних методів приготування страви виконуються максимальною увагою деталей якості акцентом екологічність сезонність продуктів меню включає різноманітні страви задовольняють найвибагливіших гурманів основні категорії меню закуски основні страви десерти напої спеціальні страви веганські безглютенові 1 закуски закуски gourmet paradise маленькі гастрономічні шедеври дозволяють клієнтам розпочати трапезу вишуканого смаку закуски готуються сезонних органічних продуктів мають естетичний вигляд відрізняються відмінною збалансованістю смаків
37,тартар лосося свіжий дикий лосось лимонний соус авокадо запашний олійногірчичний соус крем кінзи каперси кростіні козячим сиром медом тонко нарізані багети підсмажені золотистої скоринки козячим сиром медом горіхами грильовані овочі тахіні сезонні овочі грилі приправлені соусом тахіні кедровими горішками карпаччо яловичини тонко нарізане сире мясо заправлене оливковою олією лимоном рукколою пармезаном трюфельною олією 2 основні страви основні страви gourmet paradise створені використанням високоякісних інгредієнтів забезпечують неперевершений смак текстуру ресторан пропонує класичні варіанти страв авторські рецепти вражають своєю інноваційністю
38,стейк рибай грилі овочами мраморне мясо смажиться вугіллі ідеальної текстури подається овочами грилі картопляним пюре ризото грибами трюфельною олією кремовий рис запечений білими грибами порцією сиру пармезан краплею трюфельної олії смажена качка соусом апельсина меду качине філе ніжною шкіркою запечене золотистої скоринки подається апельсиновим соусом медом міксом сезонних овочів паста креветками помідорами чері домашня паста соус основі білого вина часнику трюфельної олії свіжих креветок філе тріски лимоном маслом легко запечене філе тріски подане лимонним соусом зеленим горошком відварною картоплею 3 десерти десерти ресторану gourmet paradise справжня магія тарілці готуються високоякісних інгредієнтів декоруються максимальною увагою деталей меню представлені класичні сучасні десерти чудово завершають будьяку трапезу
39,шоколадний фондан темний шоколад розплавляється надрізанні подається ванільним морозивом малиновим соусом торт тірамісу класичний італійський десерт маскарпоне просочений кавовим сиропом присипаний какао панна котта лавандовим сиропом кремовий десерт основі вершків молока подається ароматним лавандовим сиропом свіжими ягодами фрукти карамелі асорті сезонних фруктів обсмажених золотистій карамелі кремом основі маскарпоне 4 напої напої gourmet paradise підтримка страв невідємна гастрономічного досвіду меню представлені традиційні ексклюзивні напої гармонійно поєднуються будьякою стравою
40,коктейлі ресторані пропонують широкий вибір класичних авторських коктейлів включаючи безалкогольні варіанти вина винна карта містить кращі сорти франції італії іспанії аргентини чудово доповнюють страви меню чай кава вибір органічних чаїв свіжозмелених кавових зерен кращих постачальників світу 5 спеціальні страви меню ресторану розділ гостей специфічними дієтичними потребами вегани вегетаріанці люди непереносимістю глютену лактози страви розроблені здоровими смачними веганські котлети нуту веганські котлети приготовлені нуту запечені духовці подані овочевим гарніром паста глютену томатним соусом вживає глютен спеціально розроблена паста рисового борошна томатним соусом приправленим пряними травами салат кіноа авокадо легкий поживний салат кіноа авокадо овочами лимонним соусом
41,відгуки відвідувачів ресторану gourmet paradise ресторан gourmet paradise зарекомендував гастрономія поєднується елегантною атмосферою високим рівнем обслуговування відгуки гостей свідчать високий рівень задоволення аспектів ресторану кухні обслуговування відгуків відвідувачів відображають аспекти їхнього досвіду ірина 32 роки київ чоловіком святкували річницю gourmet paradise вражені рівнем обслуговування смаком страв почали тартару лосося ідеальним точним балансом спецій свіжості стейк рибай грилі овочами неймовірне мясо соковите овочі свіжі запечені ідеалу десерт шоколадний фондан завершили вечір висоті атмосфера ресторану створює відчуття затишку розкоші однозначно варте повернутися
42,олександр 45 харків враження gourmet paradise позитивні відвідував ресторан колегами замовили страви меню паста креветками помідорами чері виявилась фантастичною поєднання смаків збалансованим сподобався сервіс офіціанти уважні підказали ідеальні вина кожної страви потрібно відзначити вишукане меню напоїв коктейлі залишилися задоволені обовязково повернемося марина 28 одеса скуштувала gourmet paradise неймовірно смачним веган знайшла меню безліч варіантів веганські котлети нуту салат кіноа авокадо страви мали свіжий смак приготування вищому рівні окремо хочу подякувати офіціанту чудове обслуговування уважно слухав хочу порекомендував ідеальні страви ідеально підходить людей хочуть смачно поїсти відчути комфортно
43,анатолій 39 львів мій 1 візит gourmet paradise залишився вражений сподобався карпаччо яловичини страва надзвичайно тонко нарізана смачним соусом відзначити десерт панна котта лавандовим сиропом легким ароматним ідеальне завершення вечері атмосфера ресторану приголомшлива стильний інтерєр затишне освітлення спокійна музика відчуваєш ресторан посправжньому насолодитися вечором
44,тетяна 52 роки чернівці відвідали ресторан чоловіком друзями святкування ювілею захваті стейк рибай приготовлений ідеальної консистенції соус апельсина меду качки підкорив смаком страви подані красиво порції великі ситні окремо хочу зазначити вино підібрав сомельє прекрасно доповнювало страви однією родзинкою вечора обслуговування високому рівні персонал уважний ввічливий професійний максим 25 київ сьогодні друзями gourmet paradise маємо позитивні враження спершу замовили грильовані овочі тахіні страва смачною легка ситна скуштували пасту креветками паста ніжною соус ідеально поєднався морепродуктами здивував шоколадний фондан справжній шедевр точно буду рекомендувати ресторан друзям повернусь
45,катерина 34 роки вінниця вегетаріанка важливо достатньо варіантів вибору gourmet paradise знайшла смачних цікавих страв включаючи пасту глютену ризото грибами трюфельною олією прекрасне людей слідкують харчуванням хочуть жертвувати смаком атмосфера ресторану тепла гостинна персонал дружелюбний професійний однозначно рекомендую фінансові дані ресторану gourmet paradise детальні фінансові операційні дані ресторану включають витрати закупівлю доходи ціни основні страви фінансові показники
46,1 доходи ресторану місяць середня кількість відвідувачів день 150 осіб середній чек відвідувача 800 грн доходи день 150 осіб × 800 грн 120000 грн доходи місяць 30 днів 120000 грн × 30 3600000 грн доходи 12 місяців 3600000 грн × 12 43200000 грн 2 витрати закупівлю продуктів загальна сума витрат продукти місяць 800000 грн основні категорії закупівель мясо риба 300000 грн овочі фрукти 100000 грн молочні продукти сири 80000 грн спеції соуси 50000 грн кондитерські вироби десерти 40000 грн напої включаючи алкоголь 100000 грн продукти хліб крупи 130000 грн 3 зарплата персоналу кількість працівників ресторану 50 осіб зарплата кухарів середньому 25000 грн місяць зарплата офіціантів середньому 15000 грн місяць зарплата менеджерів середньому 30000 грн місяць зарплата сомельє середньому 25000 грн місяць
47,зарплата обслуговуючого персоналу середньому 12000 грн місяць загальна сума зарплати персоналу місяць 50 осіб × середня зарплата 50 × 20000 грн 1000000 грн загальна сума зарплати персоналу 1000000 грн × 12 12000000 грн 4 оренда приміщення комунальні послуги оренда приміщення місяць 150000 грн комунальні послуги електрика вода газ інтернет 50000 грн місяць загальні витрати оренду комунальні послуги 150000 грн 50000 грн 200000 грн місяць витрати оренду комунальні послуги 200000 грн × 12 2400000 грн 5 витрати маркетинг реклама 100000 грн місяць підтримка обладнання ремонти обслуговування 50000 грн місяць витрати купівлю сертифікацій ліцензій 20000 грн місяць операційні витрати канцелярія господарчі товари 30000 грн місяць загальні витрати місяць 100000 50000 20000 30000 200000 грн
48,загальні витрати 200000 грн × 12 2400000 грн
49,6 прибуток ресторану доходи 43200000 грн витрати закупівлю продуктів 800000 грн × 12 9600000 грн витрати зарплати персоналу 12000000 грн витрати оренду комунальні послуги 2400000 грн витрати 2400000 грн загальні витрати 9600000 грн 12000000 грн 2400000 грн 2400000 грн 26400000 грн чистий прибуток ресторану 43200000 грн 26400000 грн 16800000 грн 7 ціни основні страви салати салат цезар 250 грн салат тунцем 280 грн гречаний салат овочами 180 грн основні страви стейк рибай 650 грн філе курки гриль овочами 350 грн лосось грилі 600 грн паста морепродуктами 400 грн десерти шоколадний фондан 250 грн панна котта ягодами 220 грн торт чізкейк 200 грн напої
50,вино 075 400 грн 1000 грн залежності марки коктейлі 150250 грн безалкогольні напої 50100 грн 8 прогнозований ріст ресторану план наступний збільшення кількості відвідувачів 10 150 165 осіб день збільшення середнього чеку 5 800 840 грн прогнозовані доходи день 165 осіб × 840 грн 138600 грн прогнозовані доходи місяць 138600 грн × 30 4158000 грн прогнозовані доходи 4158000 грн × 12 49896000 грн загальні витрати передбачувані 27000000 грн урахуванням росту витрат закупівлю зарплати витрати прогнозований чистий прибуток 49896000 грн 27000000 грн 22896000 грн додаткові фінансові операційні дані ресторану gourmet paradise 1 витрати обладнання ремонт обладнання кухні покупка нового обладнання
51,плита професійна 50000 грн піч випічки 35000 грн холодильні камери 40000 грн блендери міксери кухонне обладнання 20000 грн посуд приладдя вилки ножі каструлі 15000 грн загальна сума обладнання 160000 грн ремонт обслуговування обладнання
52,кожен ресторан витрачає ремонт кухонного обладнання 30000 грн щорічне обслуговування кліматичних систем вентиляції 20000 грн періодичне обслуговування меблів інтерєру 15000 грн загальні витрати ремонт 65000 грн 2 маркетинг реклама канали маркетингових витрат онлайн реклама google ads соціальні мережі 50000 грн місяць традиційна реклама білборди флаєри плакати 20000 грн місяць спеціальні акції знижки 30000 грн місяць партнерства колаборації іншими брендами десерти напої 15000 грн місяць загальні витрати маркетинг місяць 115000 грн загальні витрати маркетинг 115000 грн × 12 1380000 грн 3 операційні витрати продукцію склади продукти страв відносно категорій
53,мясо 25 загальних витрат продукти загалом 200000 грн місяць овочі фрукти 12 загальних витрат продукти 96000 грн місяць молочні продукти 8 загальних витрат продукти 64000 грн місяць сир 5 загальних витрат продукти 40000 грн місяць напої включаючи алкоголь 15 загальних витрат продукти 120000 грн місяць спеції соуси 5 загальних витрат продукти 40000 грн місяць продукти крупи хліб спеції 10 загальних витрат продукти 80000 грн місяць загальна вартість закуплених продуктів місяць 800000 грн загальна вартість закуплених продуктів 9600000 грн 4 витрати персонал зарплата персоналу місяць
