chunk_id,content
11,"Команда кухарів ресторану ""Gourmet Paradise""
Кухарі ресторану ""Gourmet Paradise"" – це серце закладу, ті, хто створює гастрономічні шедеври, які залишаються в пам’яті кожного гостя. Команда кухарів зібрана з найкращих талантів, кожен із яких має унікальний досвід і відданість своїй справі. Їхнє завдання – не просто приготувати їжу, а створити справжню кулінарну історію, в якій кожен інгредієнт має своє значення.

Головний шеф-кухар: Олександр Громовий
Олександр Громовий, співвласник ресторану, є також головним шеф-кухарем і натхненником команди. Він не лише створює авторське меню, але й навчає кожного члена кухарської команди, передаючи їм свої знання, секрети приготування страв і любов до деталей.

Під керівництвом Олександра на кухні панує атмосфера творчості та дисципліни. Він регулярно проводить для команди тренінги, де вони відточують техніки, знайомляться з новими кулінарними трендами та експериментують із локальними інгредієнтами."
12,"Су-шефи: майстри свого ремесла
У команді працюють два су-шефи, які допомагають Олександру підтримувати високий рівень якості та організованості на кухні.

Анна Коваленко – фахівець із гарячих страв, яка має понад 10 років досвіду в ресторанах високої кухні. Вона відповідає за приготування основних страв і гарячих закусок. Її фірмова страва – карпатський рибний суп із лісовими травами.

Ігор Савченко – майстер десертів і випічки. Його солодощі стали невід’ємною частиною репутації ресторану. Ігор створює десерти, які поєднують сучасні техніки та традиційні рецепти. Його найпопулярніша страва – чізкейк із варенням із чорниці, зібраної в Карпатах.

Лінійні кухарі: таланти з усієї країни
Ресторан пишається тим, що його команда складається з кухарів із різних куточків України. Це дозволяє привнести різноманітність у меню та створювати страви, які відображають кулінарну спадщину країни."
13,"Катерина Мельник – спеціаліст із салатів і закусок. Вона має вишуканий смак і талант комбінувати різні інгредієнти для створення ідеального балансу. Її авторський салат із козячим сиром, буряком і медово-гірчичним соусом став хітом серед гостей.

Микола Зубенко – кухар гарячого цеху, який відповідає за стейки та рибні страви. Він майстерно працює з грилем і знає, як підкреслити смак м’яса за допомогою маринадів і спецій.

Олена Василенко – фахівець із локальної кухні. Вона займається приготуванням страв за традиційними рецептами, адаптуючи їх до сучасного меню. Її борщ із домашнім хлібом на заквасці – це справжній смак дитинства.

Кухарі-стажисти: майбутні зірки кулінарії
""Gourmet Paradise"" активно співпрацює з кулінарними школами та коледжами, надаючи можливість молодим кухарям пройти стажування в одному з найкращих ресторанів Львова. Стажисти працюють під керівництвом досвідчених кухарів і мають шанс долучитися до команди після завершення навчання."
14,"Організація роботи
На кухні ресторану панує чітка організація. Кожен кухар знає свої обов’язки, але завжди готовий підтримати колег у разі необхідності. Усі робочі процеси побудовані так, щоб забезпечити швидкість і якість приготування страв навіть у години пік.

Кожного ранку команда кухарів починає з короткої наради, під час якої обговорюються плани на день, обговорюється меню та особливі замовлення. Олександр Громовий особисто дегустує всі нові страви перед тим, як вони з’являються в меню.

Спільна мета
Команда кухарів ресторану ""Gourmet Paradise"" працює як єдиний механізм, прагнучи забезпечити гостям найкращий досвід. Вони вірять, що їжа має не лише насичувати, але й створювати емоції, і вкладають у кожну страву частинку своєї душі."
15,"Персонал ресторану ""Gourmet Paradise""
Персонал ресторану ""Gourmet Paradise"" – це дружна та професійна команда, яка забезпечує бездоганний сервіс і створює незабутню атмосферу для гостей. Усі співробітники проходять ретельний відбір і навчання, щоб відповідати високим стандартам закладу.

Адміністрація ресторану
Адміністрація ресторану є ""невидимим мотором"", який забезпечує злагоджену роботу всіх процесів.

Головний адміністратор – Ольга Марченко
Ольга – професіонал із багаторічним досвідом у сфері готельно-ресторанного бізнесу. Вона відповідає за організацію роботи персоналу, взаємодію з клієнтами та вирішення всіх оперативних питань. Завдяки її навичкам управління, кожен гість отримує індивідуальний підхід і високий рівень обслуговування."
16,"Заступник адміністратора – Андрій Сидоренко
Андрій спеціалізується на логістиці та організації банкетів. Його обов’язки включають координацію великих заходів, таких як весілля, ділові зустрічі та святкові вечері. Він завжди готовий запропонувати креативні рішення для будь-якого запиту гостей.

Офіціанти
Офіціанти ресторану – це ті, хто створює перше враження про заклад, і команда ""Gourmet Paradise"" пишається своїми майстрами гостинності.

Головний офіціант – Ірина Поліщук
Ірина працює у ресторанній сфері вже понад 8 років і є справжнім експертом у взаємодії з клієнтами. Вона допомагає гостям обрати страви, враховуючи їхні побажання, і ділиться історіями про походження інгредієнтів або особливості страв.

Молодші офіціанти
Команда молодших офіціантів складається з 10 талановитих молодих людей, які проходять регулярне навчання. Вони знають меню досконало, уважні до деталей і завжди готові запропонувати рекомендації."
17,"Кожен офіціант дотримується високих стандартів сервісу: усмішка, ввічливість і професійність – це невід’ємні складові їхньої роботи.

Бармени
Ресторан має професійну барну стійку, де працюють досвідчені бармени.

Старший бармен – Дмитро Лебедєв
Дмитро є фахівцем із коктейлів і напоїв. Його авторські коктейлі стали популярними серед гостей. Дмитро завжди прагне здивувати клієнтів новими поєднаннями смаків, використовуючи свіжі інгредієнти та власноруч створені сиропи.

Асистенти бармена
Асистенти допомагають у приготуванні напоїв і підтримують чистоту на барі. Вони також пропонують гостям класичні коктейлі та напої, враховуючи їхні уподобання.

Хостес
Хостес – це перша людина, яку бачать гості, коли заходять у ресторан."
18,"Старший хостес – Валерія Ковальчук
Валерія відповідає за зустріч гостей і допомогу у виборі найкращого місця в залі. Вона вміє створити теплу та привітну атмосферу з перших хвилин.
Технічний персонал
Для забезпечення комфортних умов роботи і перебування гостей ресторан має окрему технічну команду.

Клінери відповідають за ідеальну чистоту в залі та на кухні.
Технічні працівники забезпечують безперебійну роботу обладнання.
Корпоративна культура
Команда ресторану ""Gourmet Paradise"" пишається своєю корпоративною культурою, яка базується на принципах поваги, професіоналізму та постійного розвитку. Щомісяця організовуються спільні тренінги, майстер-класи та тематичні вечірки, що сприяють згуртованості колективу."
19,"Офіціанти ресторану ""Gourmet Paradise""
Офіціанти ресторану – це ті, хто забезпечує бездоганний сервіс і створює атмосферу тепла та гостинності, яку гості запам’ятовують надовго. Кожен із них – не просто працівник, а справжній амбасадор ""Gourmet Paradise"", який досконало знає меню, вміє спілкуватися з гостями та забезпечувати індивідуальний підхід до кожного клієнта.

Команда офіціантів
Команда офіціантів ресторану складається з 10 професіоналів різного рівня досвіду. Кожен із них проходить регулярні тренінги з підвищення кваліфікації, щоб завжди бути в курсі сучасних тенденцій у сфері обслуговування. Вони вивчають тонкощі етикету, психологію клієнта та навіть основи сомельє, щоб запропонувати найкращий напій до обраної страви."
20,"Головний офіціант – Ірина Поліщук
Ірина – душа команди, яка працює в ресторанній сфері понад 8 років. Її головна задача – координувати роботу молодших офіціантів, допомагати їм у складних ситуаціях і забезпечувати високий рівень сервісу. Вона відзначається не лише професійністю, а й доброзичливістю, яка завжди викликає у гостей усмішку.

Старший офіціант – Андрій Задорожний
Андрій спеціалізується на обслуговуванні VIP-гостей і банкетів. Він має талант передбачати бажання клієнтів, ще до того, як вони їх озвучать. Його улюблене завдання – допомагати гостям із вибором вин, враховуючи їхні уподобання та страви, які вони замовляють.

Молодші офіціанти
Молодші офіціанти ресторану – це 8 енергійних і привітних співробітників, які забезпечують злагоджене обслуговування всього залу. Вони не тільки приймають замовлення, але й створюють комфортну атмосферу, спілкуючись із гостями."
21,"Щоденні обов’язки
Офіціанти розпочинають свій робочий день із наради, яку проводить головний офіціант. На цих зустрічах обговорюються:

Особливості меню на день (спеціальні пропозиції, сезонні страви).
Розподіл зон обслуговування між офіціантами.
Потенційні події, такі як корпоративи або великі бронювання.
Протягом дня офіціанти забезпечують:"
22,"Прийом замовлень. Вони працюють злагоджено, точно передаючи побажання клієнтів кухарям.
Сервірування столів. Перед кожним прийомом гостей столи підготовлюються відповідно до типу події – будь то романтична вечеря чи ділова зустріч.
Подачу страв і напоїв. Вони обов’язково пояснюють гостям, що саме подають, розповідають про інгредієнти та рекомендовані поєднання.
Роботу з відгуками. Офіціанти завжди цікавляться враженнями гостей, щоб передати їх адміністрації або відзначити для себе моменти, які можна покращити.
Інтерактивність і персоналізований підхід
Однією з фішок ""Gourmet Paradise"" є інтерактивність у спілкуванні офіціантів із гостями. Наприклад, якщо гості не можуть визначитися з вибором, офіціанти пропонують міні-дегустації соусів або напоїв.

Окрім того, кожен офіціант веде невеличкий ""гостьовий щоденник"", у якому записує вподобання постійних клієнтів: улюблені страви, напої, навіть персональні свята. Завдяки цьому ресторан завжди може порадувати гостей чимось особливим."
23,"Участь у банкетах
Під час банкетів команда працює максимально злагоджено. Для кожного заходу офіціанти проходять спеціальний інструктаж, щоб точно відповідати очікуванням клієнтів. Вони забезпечують швидке обслуговування, без помилок у замовленнях і з особливою увагою до деталей.

Корпоративний дух
Офіціанти ""Gourmet Paradise"" – це не просто колеги, а справжня сім’я. Щомісяця адміністрація організовує для них спільні заходи: командоутворювальні тренінги, тематичні вечори та майстер-класи. Це допомагає підтримувати дружню атмосферу та мотивацію до розвитку.

Закупівля продуктів для ресторану ""Gourmet Paradise""
Закупівля продуктів у ""Gourmet Paradise"" – це складний і добре організований процес, який гарантує найвищу якість інгредієнтів для кожної страви. Власники ресторану прагнуть використовувати лише свіжі, екологічно чисті та сезонні продукти, тому процес закупівлі контролюється на всіх етапах."
24,"Вибір постачальників
У ресторану є декілька ключових постачальників, які забезпечують регулярні поставки:

М'ясо: Закуповується у фермерських господарств, розташованих у сусідніх регіонах, щоб гарантувати свіжість і натуральність.
Риба та морепродукти: Постачаються з узбережжя Чорного моря, доставляються у спеціальних рефрижераторах.
Овочі, фрукти та зелень: Поставки здійснюються з органічних ферм. У сезон особливу увагу приділяють локальним продуктам.
Спеції та делікатеси: Закуповуються у європейських і азіатських постачальників, що спеціалізуються на високоякісних спеціях, сирах і оліях.
Постачальники проходять ретельний відбір, а адміністрація ресторану регулярно проводить перевірки умов зберігання та транспортування продукції."
25,"Щоденні закупівлі
Ресторан працює за принципом ""just in time"" (точно в строк). Це означає, що всі продукти закуповуються в обсягах, необхідних для конкретного дня або тижня. Щодня ранком шеф-кухар та менеджер закупівель аналізують запаси, щоб визначити, які інгредієнти потрібно докупити.

Орієнтовний обсяг закупівель на день:

М'ясо (яловичина, свинина, курятина): 20–30 кг.
Риба та морепродукти: 15–20 кг.
Овочі та фрукти: 50–60 кг.
Молочні продукти (сири, вершки, молоко): 10–15 кг.
Спеції та сухі інгредієнти: 2–5 кг (залежно від меню).
Особливості сезонних закупівель
Щоб зберігати унікальність меню, ресторан постійно коригує асортимент залежно від сезону:

Весна: Свіжа зелень, молода картопля, спаржа, полуниця.
Літо: Локальні ягоди, кавуни, дині, свіжі томати.
Осінь: Гарбуз, гриби, коренеплоди.
Зима: Цитрусові, консервовані делікатеси, сухофрукти.
Також у зимовий період ресторан організовує закупівлю трюфелів і дорогих видів риби, щоб запропонувати гостям вишукані страви."
26,"Контроль якості
Контроль якості – ключовий етап у процесі закупівлі:

Перевірка при доставці: Продукти перевіряються на свіжість, відповідність сертифікатам якості та термінам придатності.
Зберігання: Всі інгредієнти зберігаються у спеціалізованих умовах – холодильниках або кімнатах із регульованою температурою.
Щотижневий аудит: Менеджер закупівель проводить ревізію залишків, щоб уникнути надлишків і зберігати високу обертаність продуктів.
Підтримка екології
""Gourmet Paradise"" дотримується принципів сталого розвитку, тому:

Мінімізує кількість відходів через точне планування закупівель.
Працює з постачальниками, які використовують екологічну упаковку.
Дарує надлишки продуктів місцевим благодійним організаціям.
Інноваційний підхід
Ресторан використовує автоматизовану систему обліку запасів і планування закупівель. Ця система дозволяє прогнозувати потреби на основі попередніх замовлень і знижувати ризик перевитрати."
27,"Специфічні вимоги до окремих продуктів для ресторану ""Gourmet Paradise""
У ресторані ""Gourmet Paradise"" кожен продукт, що використовується в приготуванні страв, проходить суворий відбір і має відповідати високим стандартам якості. Для досягнення бездоганного смаку й естетики на тарілці шеф-кухар разом із командою визначили специфічні вимоги до окремих категорій продуктів."
28,"М'ясо
Походження: Всі види м'яса повинні походити від тварин, вирощених у природних умовах без застосування гормонів росту та антибіотиків.
Свіжість: М'ясо постачається виключно охолодженим, не замороженим. Це забезпечує збереження текстури й смакових властивостей.
Мармуровість: Для яловичини важливим критерієм є рівномірна мармуровість, яка гарантує соковитість і ніжність готових страв.
Вимоги до частин туші: Наприклад, для стейків використовується виключно вирізка або рибай, а для бульйонів – яловичі кістки з мінімальним вмістом жиру.
Риба та морепродукти
Свіжість: Риба має постачатися максимально свіжою, ідеально – виловленою не пізніше ніж за 24 години до доставки.
Зберігання: Продукція транспортується у льоді з температурою не вище 0°C, щоб уникнути порушення текстури.
Походження: Віддається перевага диким, а не вирощеним у штучних умовах видам. Наприклад, для лосося використовується тільки дикий атлантичний лосось."
29,"Специфікація: Креветки повинні бути без фосфатів, а мідії – очищеними та готовими до використання.
Овочі, фрукти та зелень
Органічність: Овочі та фрукти повинні бути вирощені без використання пестицидів і штучних добрив.
Сезонність: У ресторані віддають перевагу сезонним продуктам, оскільки вони найкраще розкривають смак і мають максимальну харчову цінність.
Калібр: Овочі та фрукти мають бути однаковими за розміром, щоб забезпечити естетичний вигляд страв. Наприклад, помідори чері повинні мати діаметр 2–3 см, а картопля для запікання – однакову форму та вагу близько 200 г.
Зелень: Базилік, рукола, м'ята та інша зелень повинні постачатися у пучках із довжиною стебла не більше 10 см, щоб спростити підготовку.
Спеції та приправи
Походження: Спеції імпортуються безпосередньо з країн, де вони вирощуються, щоб гарантувати їхню автентичність. Наприклад, шафран – з Ірану, ваніль – із Мадагаскару, а чорний перець – із Індії."
30,"Чистота: Спеції мають бути без домішок, повністю натуральними. Наприклад, кориця – лише з кори цієї рослини без додавання ароматизаторів.
Терміни зберігання: Ресторан закуповує спеції у невеликих кількостях, щоб зберегти їхню свіжість і аромат.
Молочні продукти
Походження: Всі молочні продукти мають надходити від локальних фермерських господарств, які гарантують натуральність і мінімальну обробку.
Сир: Використовуються витримані сорти сиру, наприклад, пармезан (не менше 18 місяців витримки) або чедер (12 місяців).
Вершки та молоко: Продукція повинна бути пастеризованою, але не ультрапастеризованою, щоб зберегти натуральний смак.
Хлібобулочні вироби
Власна випічка: У ресторані випікають хліб та булочки самостійно, використовуючи органічне борошно вищого ґатунку.
Борошно: Постачається з локальних млинів і має відповідати стандартам екологічної чистоти.
Додаткові інгредієнти: У разі приготування хліба з добавками (наприклад, насінням), вони також проходять ретельну перевірку.
Напої"
31,"Напої
Кава: Використовується зерно сорту арабіка преміум-класу, привезене з Гватемали й обсмажене за спеціальним замовленням.
Чай: В меню є ексклюзивні сорти, наприклад, улун або матча, які постачаються з Китаю та Японії.
Вино: Поставки здійснюються з відомих виноробень Франції, Італії та Аргентини, причому кожна партія проходить дегустацію сомельє."
32,"Система обліку в ресторані ""Gourmet Paradise""
Ресторан ""Gourmet Paradise"" використовує комплексну систему обліку для управління всіма аспектами своєї діяльності. Це дозволяє зберігати високу ефективність, мінімізувати витрати та забезпечувати якісний сервіс. Система охоплює управління запасами, облік фінансів, моніторинг роботи персоналу, аналіз продажів та взаємодію з постачальниками.

Облік продуктів і запасів
Система управління складом:
У ресторані впроваджено сучасну систему обліку складських запасів, яка автоматизує такі процеси:"
33,"Контроль залишків: Кожна одиниця продукту сканується при надходженні та списується після використання.
Розрахунок мінімального запасу: Система автоматично визначає, коли продуктів стає недостатньо, і формує замовлення.
Термін придатності: Відстеження продуктів із коротким терміном зберігання, щоб уникнути псування та надмірного списання.
Автоматичне формування замовлень:
Коли залишки продуктів досягають мінімального рівня, система генерує замовлення для постачальників, враховуючи дані про сезонність і прогнозовану потребу.

Інтеграція з постачальниками:

Дані про кожного постачальника зберігаються в базі, включаючи прайс-листи, умови доставки й історію співпраці.
Замовлення продуктів здійснюється через онлайн-платформу, що дозволяє автоматично оновлювати дані про залишки.
Фінансовий облік
Моніторинг витрат і прибутків:
Всі витрати на закупівлі, зарплати, комунальні послуги та інші операційні витрати фіксуються в реальному часі. Система генерує щомісячні звіти про доходи й прибутки."
34,"Аналіз продажів:

Кожна транзакція записується, що дозволяє відстежувати найбільш популярні страви та визначати тенденції у вподобаннях клієнтів.
Інформація про середній чек, пікові години й кількість відвідувачів використовується для оптимізації роботи ресторану.
Бюджетування:
Система дозволяє планувати бюджет, розраховуючи прогнозовані витрати й доходи на майбутній період.

Облік роботи персоналу
Графік роботи:
Кожен співробітник має доступ до онлайн-розкладу, де зазначено його зміни, завдання й відпустки.

Оцінка продуктивності:

Система відстежує ефективність кожного працівника за кількістю виконаних замовлень або іншими показниками.
Шеф-кухарі та офіціанти можуть отримувати бонуси за якісну роботу, що стимулює продуктивність.
Облік робочого часу:
Впроваджено систему біометричного обліку, яка фіксує час початку та завершення роботи кожного працівника."
35,"Аналітика та звітність
Щоденна звітність:
Наприкінці кожного дня система генерує звіт про продажі, списання продуктів, витрати й заробіток.

Довгостроковий аналіз:

Створюються аналітичні звіти для виявлення трендів, сезонних змін попиту та визначення найефективніших днів і годин роботи.
Дані використовуються для планування закупівель і розробки нових маркетингових стратегій.
Взаємодія з клієнтами
Програма лояльності:
Інтегрована CRM-система дозволяє зберігати інформацію про постійних клієнтів, їхні вподобання та історію замовлень.

Зворотний зв’язок:

Кожен клієнт має можливість залишити відгук, який автоматично додається до внутрішньої бази.
Ресторан регулярно аналізує зворотний зв’язок, щоб покращити якість обслуговування.
Технологічна основа
Система обліку побудована на базі хмарних технологій, що забезпечує доступ до даних у режимі реального часу з будь-якого пристрою.
Для захисту даних використовується багаторівневе шифрування."
36,"Меню ресторану ""Gourmet Paradise""
Меню ресторану ""Gourmet Paradise"" розроблене з урахуванням сучасних тенденцій гастрономії, використанням найкращих інгредієнтів і традиційних рецептів, адаптованих до інноваційних методів приготування. Всі страви виконуються з максимальною увагою до деталей і якості, з акцентом на екологічність і сезонність продуктів. Меню включає різноманітні страви, які задовольняють навіть найвибагливіших гурманів.

Основні категорії меню:
Закуски
Основні страви
Десерти
Напої
Спеціальні страви (веганські, безглютенові та інші)
1. Закуски
Закуски у ""Gourmet Paradise"" - це маленькі гастрономічні шедеври, які дозволяють клієнтам розпочати свою трапезу з вишуканого смаку. Всі закуски готуються з сезонних та органічних продуктів, мають естетичний вигляд і відрізняються відмінною збалансованістю смаків."
37,"Тартар з лосося: Свіжий дикий лосось, лимонний соус, авокадо, запашний олійно-гірчичний соус, крем з кінзи та каперси.
Кростіні з козячим сиром і медом: Тонко нарізані багети, підсмажені до золотистої скоринки, з козячим сиром, медом і горіхами.
Грильовані овочі з тахіні: Сезонні овочі на грилі, приправлені соусом тахіні та кедровими горішками.
Карпаччо з яловичини: Тонко нарізане сире м'ясо, заправлене оливковою олією, лимоном, рукколою, пармезаном і трюфельною олією.
2. Основні страви
Основні страви в ""Gourmet Paradise"" створені з використанням високоякісних інгредієнтів, що забезпечують неперевершений смак та текстуру. Ресторан пропонує як класичні варіанти страв, так і авторські рецепти, які вражають своєю інноваційністю."
38,"Стейк рибай на грилі з овочами: Мраморне м'ясо, яке смажиться на вугіллі до ідеальної текстури, подається з овочами на грилі та картопляним пюре.
Ризото з грибами і трюфельною олією: Кремовий рис, запечений з білими грибами, порцією сиру пармезан та краплею трюфельної олії.
Смажена качка з соусом апельсина та меду: Качине філе з ніжною шкіркою, запечене до золотистої скоринки, подається з апельсиновим соусом, медом та міксом сезонних овочів.
Паста з креветками та помідорами чері: Домашня паста, соус на основі білого вина, часнику, трюфельної олії та свіжих креветок.
Філе тріски з лимоном і маслом: Легко запечене філе тріски, подане з лимонним соусом, зеленим горошком та відварною картоплею.
3. Десерти
Десерти ресторану ""Gourmet Paradise"" – це справжня магія на тарілці. Вони готуються з високоякісних інгредієнтів та декоруються з максимальною увагою до деталей. У меню представлені як класичні, так і сучасні десерти, які чудово завершають будь-яку трапезу."
39,"Шоколадний фондан: Темний шоколад, який розплавляється при надрізанні, подається з ванільним морозивом та малиновим соусом.
Торт ""Тірамісу"": Класичний італійський десерт з маскарпоне, просочений кавовим сиропом і присипаний какао.
Панна котта з лавандовим сиропом: Кремовий десерт на основі вершків та молока, який подається з ароматним лавандовим сиропом і свіжими ягодами.
Фрукти в карамелі: Асорті з сезонних фруктів, обсмажених у золотистій карамелі, з кремом на основі маскарпоне.
4. Напої
Напої в ""Gourmet Paradise"" - це не лише підтримка для страв, а й невід'ємна частина гастрономічного досвіду. У меню представлені як традиційні, так і ексклюзивні напої, які гармонійно поєднуються з будь-якою стравою."
40,"Коктейлі: У ресторані пропонують широкий вибір класичних та авторських коктейлів, включаючи безалкогольні варіанти.
Вина: Винна карта містить тільки кращі сорти з Франції, Італії, Іспанії та Аргентини, які чудово доповнюють страви з меню.
Чай і кава: Вибір органічних чаїв та свіжозмелених кавових зерен від кращих постачальників світу.
5. Спеціальні страви
У меню ресторану є розділ для гостей із специфічними дієтичними потребами, таких як вегани, вегетаріанці, люди з непереносимістю глютену чи лактози. Ці страви розроблені так, щоб бути не тільки здоровими, але й смачними.

Веганські котлети з нуту: Веганські котлети, приготовлені з нуту, запечені в духовці та подані з овочевим гарніром.
Паста без глютену з томатним соусом: Для тих, хто не вживає глютен, спеціально розроблена паста з рисового борошна з томатним соусом, приправленим пряними травами.
Салат з кіноа та авокадо: Легкий та поживний салат із кіноа, авокадо, овочами та лимонним соусом."
